t,x,x_n,v_x,v_xn,a_x,a_xn,y,y_n,v_y,v_yn,a_y,a_yn
5.01,300.6,302.363,60,60.062,0,-0.661632,127.755,129.468,0.902,2.61596,-9.8,-7.83506
5.02,301.2,308.799,60,58.6526,0,3.60249,127.764,126.534,0.804,2.88062,-9.8,-1.99197
5.03,301.8,291.952,60,51.4428,0,-4.39174,127.772,131.312,0.706,2.38761,-9.8,-4.20545
5.04,302.4,295.801,60,60.5091,0,-7.86884,127.779,122.27,0.608,6.51564,-9.8,-6.84928
5.05,303,300.182,60,62.2449,0,-6.226,127.785,127.461,0.51,-9.99795,-9.8,-10.0571
5.06,303.6,301.26,60,52.4656,0,4.54754,127.79,126.948,0.412,-1.48758,-9.8,-11.7536
5.07,304.2,296.379,60,52.484,0,3.05879,127.794,141.347,0.314,-2.71959,-9.8,-20.4468
5.08,304.8,306.691,60,52.0908,0,-3.86213,127.798,130.968,0.216,-5.29284,-9.8,-9.299
5.09,305.4,297.542,60,61.6439,0,0.915146,127.8,126.476,0.118,1.26924,-9.8,-2.1654
5.1,306,312.082,60,58.8766,0,8.73949,127.801,135.087,0.02,-12.8647,-9.8,-9.71072
5.11,306.6,311.891,60,69.2912,0,0.79511,127.801,123.472,-0.078,-1.39581,-9.8,-2.13952
5.12,307.2,298.339,60,58.2408,0,-0.70557,127.8,118.116,-0.176,4.79082,-9.8,-2.25987
5.13,307.8,302.922,60,56.4698,0,-1.60737,127.799,133.168,-0.274,3.4245,-9.8,-13.5219
5.14,308.4,307.036,60,62.0823,0,3.71439,127.796,137.894,-0.372,-1.81512,-9.8,-14.7846
5.15,309,301.201,60,59.8631,0,-4.96506,127.792,123.27,-0.47,-3.41759,-9.8,-7.75805
5.16,309.6,312.153,60,67.2772,0,-4.39917,127.787,137.573,-0.568,0.511939,-9.8,0.996551
5.17,310.2,316.246,60,53.3049,0,8.78549,127.782,123.546,-0.666,-0.292592,-9.8,-7.19647
5.18,310.8,308.512,60,66.0192,0,-1.41056,127.775,119.693,-0.764,-1.76055,-9.8,-9.23898
5.19,311.4,306.497,60,56.4993,0,-3.50299,127.767,124.024,-0.862,1.18197,-9.8,-9.79213
5.2,312,312.066,60,54.8099,0,-1.21334,127.759,125.781,-0.96,2.72373,-9.8,-7.97596
5.21,312.6,319.935,60,56.7581,0,-5.65238,127.749,134.158,-1.058,-9.92302,-9.8,-2.08077
5.22,313.2,315.552,60,61.9149,0,-4.01468,127.739,135.436,-1.156,1.20863,-9.8,-6.14625
5.23,313.8,315.459,60,53.9596,0,-0.856312,127.727,124.283,-1.254,-2.7434,-9.8,-6.33749
5.24,314.4,307.937,60,61.6865,0,-4.5246,127.715,132.302,-1.352,-5.30087,-9.8,1.65647
5.25,315,310.936,60,68.6937,0,9.83055,127.701,120.874,-1.45,-2.76312,-9.8,-10.0006
5.26,315.6,322.261,60,57.84,0,-5.58298,127.687,127.932,-1.548,-2.66902,-9.8,-11.6515
5.27,316.2,313.803,60,64.3372,0,-7.62963,127.671,124.52,-1.646,4.71011,-9.8,-3.79106
5.28,316.8,316.771,60,60.5913,0,3.38794,127.655,137.298,-1.744,8.95071,-9.8,-2.58493
5.29,317.4,319.763,60,63.49,0,-3.15161,127.637,123.136,-1.842,-3.83766,-9.8,-0.662226
5.3,318,312.513,60,59.2419,0,0.131857,127.619,126.455,-1.94,-4.47157,-9.8,-4.05119
5.31,318.6,315.182,60,61.5021,0,7.19437,127.599,121.299,-2.038,-4.7453,-9.8,-10.9574
5.32,319.2,316.962,60,60.2563,0,-8.6131,127.579,131.643,-2.136,-3.1472,-9.8,-8.37012
5.33,319.8,327.697,60,57.6249,0,-2.15817,127.558,125.686,-2.234,-6.73901,-9.8,-14.039
5.34,320.4,319.336,60,50.2916,0,-5.21065,127.535,118.481,-2.332,-13.573,-9.8,-8.07092
5.35,321,328.508,60,59.0957,0,-6.6986,127.512,125.99,-2.43,1.4109,-9.8,-12.3939
5.36,321.6,323.628,60,62.9292,0,-0.351317,127.488,124.423,-2.528,-0.175451,-9.8,-9.35736
5.37,322.2,320.424,60,58.0668,0,-4.74638,127.462,136.207,-2.626,-3.31561,-9.8,-3.37947
5.38,322.8,322.083,60,60.1805,0,6.17889,127.436,125.006,-2.724,-8.16588,-9.8,-8.58891
5.39,323.4,328.054,60,57.8384,0,2.97006,127.409,134.31,-2.822,5.50854,-9.8,-20.8109
5.4,324,323.729,60,67.2936,0,13.4386,127.381,126.067,-2.92,-2.93626,-9.8,3.09842
5.41,324.6,333.187,60,54.4262,0,2.6277,127.351,130.982,-3.018,-2.00901,-9.8,-15.5863
5.42,325.2,325.174,60,57.7071,0,2.0737,127.321,127.375,-3.116,0.0649053,-9.8,-3.78486
5.43,325.8,326.98,60,60.8653,0,-3.82466,127.29,133.829,-3.214,-7.79105,-9.8,-11.4187
5.44,326.4,323.952,60,67.9275,0,1.04107,127.258,127.639,-3.312,4.74922,-9.8,-8.38841
5.45,327,323.617,60,57.5174,0,-1.70965,127.225,128.688,-3.41,-1.70536,-9.8,-5.67572
5.46,327.6,330.617,60,53.9247,0,1.50608,127.191,131.176,-3.508,3.79813,-9.8,-8.7279
5.47,328.2,330.351,60,55.7412,0,-3.07725,127.156,131.556,-3.606,-3.042,-9.8,-0.540959
5.48,328.8,332.249,60,70.4185,0,4.58114,127.12,132.862,-3.704,2.10566,-9.8,-1.436
5.49,329.4,323.604,60,51.6832,0,-6.6527,127.083,128.362,-3.802,1.18802,-9.8,-17.9348
5.5,330,326.237,60,53.1681,0,-0.636833,127.045,119.074,-3.9,-7.45623,-9.8,-7.58223
5.51,330.6,327.271,60,63.8149,0,0.460008,127.006,125.086,-3.998,-8.9441,-9.8,-15.9952
5.52,331.2,325.466,60,62.1086,0,-3.118,126.966,128.44,-4.096,-10.8989,-9.8,-3.9691
5.53,331.8,330.903,60,63.0743,0,3.42424,126.925,132.833,-4.194,-6.56572,-9.8,-5.94704
5.54,332.4,330.82,60,63.6619,0,-4.43962,126.883,129.616,-4.292,-9.58204,-9.8,-11.5884
5.55,333,340.092,60,64.4904,0,1.74242,126.84,131.973,-4.39,-6.20531,-9.8,-5.25182
5.56,333.6,334.06,60,61.4842,0,-0.720713,126.796,125.53,-4.488,1.27085,-9.8,-18.3378
5.57,334.2,337.134,60,59.1698,0,-1.98422,126.751,127.155,-4.586,-8.8274,-9.8,-12.0111
5.58,334.8,321.248,60,54.8807,0,-6.29545,126.705,129.251,-4.684,-10.1515,-9.8,-12.1619
5.59,335.4,341.739,60,55.9639,0,-1.43837,126.658,114.68,-4.782,-12.4783,-9.8,-14.596
5.6,336,326.393,60,64.9727,0,-0.257415,126.61,129.452,-4.88,-7.53888,-9.8,-5.03052
5.61,336.6,329.95,60,54.8248,0,-11.2153,126.562,120.033,-4.978,-3.00036,-9.8,-5.46025
5.62,337.2,336.954,60,55.0414,0,-7.90541,126.512,125.965,-5.076,-7.47148,-9.8,-8.37617
5.63,337.8,345.587,60,69.27,0,2.376,126.461,126.374,-5.174,-12.034,-9.8,-21.443
5.64,338.4,333.045,60,49.5964,0,5.84331,126.409,119.841,-5.272,-10.4593,-9.8,-7.96825
5.65,339,329.919,60,63.6397,0,-0.112193,126.357,125.522,-5.37,-6.60266,-9.8,-14.3739
5.66,339.6,329.478,60,59.907,0,-1.40786,126.303,118.396,-5.468,-5.595,-9.8,-4.97136
5.67,340.2,341.981,60,55.0585,0,-4.38973,126.248,124.82,-5.566,4.03586,-9.8,-18.5302
5.68,340.8,343.191,60,60.7766,0,-5.99196,126.193,116.69,-5.664,-1.04712,-9.8,-16.3111
5.69,341.4,337.642,60,64.9547,0,-4.79627,126.136,133.631,-5.762,-2.39135,-9.8,-8.06209
5.7,342,338.027,60,63.0102,0,3.26555,126.078,118.229,-5.86,1.46021,-9.8,-14.1961
5.71,342.6,340.277,60,55.229,0,2.07453,126.02,131.745,-5.958,-2.34248,-9.8,-3.71881
5.72,343.2,345.728,60,72.2952,0,-0.635443,125.96,128.955,-6.056,-10.6416,-9.8,-13.5936
5.73,343.8,349.563,60,61.8836,0,-2.39043,125.9,121.664,-6.154,-6.73903,-9.8,-5.17745
5.74,344.4,343.246,60,54.1502,0,-3.86074,125.838,130.422,-6.252,-7.85192,-9.8,-6.36755
5.75,345,351.325,60,51.2575,0,-5.51433,125.776,126.676,-6.35,-0.405942,-9.8,-16.3559
5.76,345.6,350.726,60,53.0939,0,4.46273,125.712,125.677,-6.448,-3.10481,-9.8,-19.6007
5.77,346.2,340.603,60,58.052,0,-2.02968,125.648,124.393,-6.546,-15.5184,-9.8,-7.75018
5.78,346.8,343.149,60,62.334,0,8.58754,125.582,122.463,-6.644,-6.68596,-9.8,-11.8632
5.79,347.4,346.191,60,57.2131,0,-11.2831,125.516,120.961,-6.742,-6.04724,-9.8,-12.0322
5.8,348,352.563,60,56.5624,0,-1.61874,125.448,129.724,-6.84,-8.76726,-9.8,-18.1449
5.81,348.6,338.13,60,64.598,0,3.55525,125.38,123.794,-6.938,-9.38493,-9.8,-5.31073
5.82,349.2,343.733,60,48.3279,0,-1.68318,125.31,126.339,-7.036,-8.65605,-9.8,0.524387
5.83,349.8,350.195,60,61.1033,0,-2.85832,125.24,134.503,-7.134,-9.51815,-9.8,-11.5323
5.84,350.4,352.894,60,59.923,0,-4.64059,125.169,124.164,-7.232,1.03462,-9.8,-10.2552
5.85,351,349.792,60,65.3121,0,-4.41946,125.096,128.971,-7.33,-1.82997,-9.8,-4.48676
5.86,351.6,349.272,60,61.9144,0,-0.684999,125.023,120.212,-7.428,-2.3432,-9.8,-6.15665
5.87,352.2,357.299,60,59.4868,0,1.04327,124.949,127.407,-7.526,-6.92975,-9.8,-15.052
5.88,352.8,358.034,60,67.8008,0,-9.01251,124.874,130.142,-7.624,-13.6955,-9.8,-10.4238
5.89,353.4,359.053,60,57.6607,0,-4.72052,124.797,125.189,-7.722,-3.55901,-9.8,-14.0584
5.9,354,351.131,60,54.9647,0,-6.58873,124.72,117.911,-7.82,-4.68835,-9.8,-2.10991
5.91,354.6,360.345,60,60.5524,0,2.99387,124.642,121.848,-7.918,-6.15403,-9.8,-13.6063
5.92,355.2,359.767,60,61.5486,0,-2.83478,124.563,125.897,-8.016,-6.74363,-9.8,-11.8931
5.93,355.8,340.716,60,56.5194,0,-3.23937,124.483,130.378,-8.114,-2.98719,-9.8,-3.93252
5.94,356.4,354.325,60,61.6203,0,2.00101,124.401,122.525,-8.212,-0.936573,-9.8,-11.5571
5.95,357,359.63,60,61.2455,0,1.90025,124.319,131.673,-8.31,-14.94,-9.8,-12.7725
5.96,357.6,351.341,60,66.4809,0,-0.82324,124.236,116.681,-8.408,-17.1062,-9.8,-7.37085
5.97,358.2,360.493,60,58.7966,0,-1.19996,124.152,134.77,-8.506,-9.32721,-9.8,-6.79543
5.98,358.8,355.26,60,62.2872,0,2.70909,124.067,128.168,-8.604,-9.71689,-9.8,-4.06027
5.99,359.4,363.058,60,52.6925,0,-1.93551,123.981,123.536,-8.702,-8.14245,-9.8,-8.57265
6,360,357.788,60,58.7832,0,5.81697,123.894,119.101,-8.8,-3.82034,-9.8,-3.23609
6.01,360.6,358.78,60,55.2528,0,-5.96142,123.806,126.973,-8.898,-6.85642,-9.8,-13.5545
6.02,361.2,366.265,60,56.7439,0,7.79992,123.717,122.887,-8.996,-1.2928,-9.8,-14.6783
6.03,361.8,366.718,60,64.3771,0,7.44551,123.627,122.164,-9.094,-7.16658,-9.8,-5.46596
6.04,362.4,369.72,60,56.0311,0,-5.76158,123.536,121.216,-9.192,-19.5655,-9.8,-14.2843
6.05,363,360.07,60,61.3908,0,5.36805,123.444,123.715,-9.29,-12.8471,-9.8,-20.8276
6.06,363.6,366.69,60,57.4442,0,6.03202,123.351,123.56,-9.388,-0.642114,-9.8,-2.83953
6.07,364.2,357.473,60,57.2359,0,-4.07554,123.257,127.458,-9.486,-17.8043,-9.8,-12.0665
6.08,364.8,360.405,60,58.2702,0,-9.36625,123.163,123.154,-9.584,-5.06538,-9.8,-13.0416
6.09,365.4,361.406,60,53.9567,0,2.30749,123.067,125.046,-9.682,-4.23872,-9.8,-2.44928
6.1,366,363.746,60,59.8861,0,-5.62758,122.97,125.436,-9.78,-13.185,-9.8,-10.4773
6.11,366.6,361.797,60,54.5913,0,5.54689,122.872,124.026,-9.878,-10.5588,-9.8,-0.920623
6.12,367.2,358.658,60,63.094,0,3.76222,122.773,115.49,-9.976,-21.63,-9.8,-6.14766
6.13,367.8,364.714,60,61.8954,0,3.92326,122.674,110.104,-10.074,0.121976,-9.8,-6.19573
6.14,368.4,364.945,60,56.1232,0,-3.3811,122.573,122.949,-10.172,-10.2422,-9.8,-5.41574
6.15,369,367.243,60,58.6451,0,-6.39484,122.471,119.713,-10.27,-2.57369,-9.8,-9.48282
6.16,369.6,372.217,60,59.3824,0,5.79002,122.368,119.221,-10.368,-12.3574,-9.8,-8.80035
6.17,370.2,374.862,60,61.2306,0,-5.42494,122.265,122.697,-10.466,-16.605,-9.8,-16.8178
6.18,370.8,372.176,60,60.3107,0,0.314132,122.16,119.609,-10.564,-10.1552,-9.8,-10.0005
6.19,371.4,368.99,60,63.4462,0,-10.271,122.054,120.674,-10.662,-11.7704,-9.8,-11.365
6.2,372,371.997,60,67.7756,0,3.52344,121.948,108.674,-10.76,-2.39684,-9.8,-5.51393
6.21,372.6,367.106,60,61.0259,0,-4.14171,121.84,118.708,-10.858,-14.4689,-9.8,-11.158
6.22,373.2,364.144,60,58.2127,0,4.55374,121.732,116.209,-10.956,-14.5676,-9.8,-14.898
6.23,373.8,369.573,60,54.808,0,1.03298,121.622,136.238,-11.054,-11.4337,-9.8,-9.94949
6.24,374.4,372.251,60,45.5538,0,5.51473,121.512,121.231,-11.152,-13.3884,-9.8,-13.3772
6.25,375,369.326,60,61.1139,0,1.71314,121.4,126.998,-11.25,-6.53844,-9.8,-7.42159
6.26,375.6,379.86,60,58.7633,0,-7.98651,121.288,113.601,-11.348,-7.89898,-9.8,-9.87572
6.27,376.2,378.489,60,57.5787,0,2.3883,121.174,127.352,-11.446,-21.2177,-9.8,-10.6002
6.28,376.8,375.608,60,62.2657,0,-0.437269,121.06,110.673,-11.544,-7.7724,-9.8,-5.04422
6.29,377.4,377.024,60,65.6079,0,-1.15546,120.944,117.908,-11.642,-8.85996,-9.8,-14.2125
6.3,378,381.367,60,63.9095,0,-6.85783,120.828,126.331,-11.74,-15.9231,-9.8,-7.03153
6.31,378.6,374.234,60,56.6912,0,-0.57395,120.71,116.038,-11.838,-12.7979,-9.8,-11.9962
6.32,379.2,383.182,60,61.1887,0,1.08862,120.592,113.979,-11.936,-11.7063,-9.8,-12.8031
6.33,379.8,380.318,60,51.7081,0,-2.62415,120.473,125.529,-12.034,-6.36607,-9.8,-1.66498
6.34,380.4,379.485,60,67.4442,0,-11.5119,120.352,121.068,-12.132,-7.71886,-9.8,-9.00056
6.35,381,383.35,60,52.7008,0,0.26973,120.231,126.07,-12.23,-9.35847,-9.8,-8.30839
6.36,381.6,376.641,60,65.3649,0,8.40587,120.109,116.494,-12.328,-9.95056,-9.8,-8.07224
6.37,382.2,379.012,60,56.4962,0,1.54324,119.985,125.755,-12.426,-9.53564,-9.8,-16.3517
6.38,382.8,396.078,60,64.8218,0,5.63975,119.861,117.001,-12.524,-10.0474,-9.8,-21.5407
6.39,383.4,389.366,60,69.0938,0,-1.68262,119.736,122.698,-12.622,-9.91168,-9.8,-3.84089
6.4,384,386.706,60,63.6531,0,4.95704,119.61,121.629,-12.72,-12.1458,-9.8,-15.6727
6.41,384.6,381.253,60,53.7574,0,1.72633,119.482,112.049,-12.818,-19.9277,-9.8,0.0127821
6.42,385.2,389.675,60,52.9193,0,3.83603,119.354,112.999,-12.916,-12.4896,-9.8,-17.2229
6.43,385.8,391.114,60,56.4528,0,2.74967,119.225,110.28,-13.014,-10.7908,-9.8,-13.7535
6.44,386.4,384.022,60,60.3248,0,3.5496,119.095,122.622,-13.112,-20.0785,-9.8,-1.91183
6.45,387,386.266,60,63.7141,0,3.59991,118.964,122.569,-13.21,-17.9486,-9.8,-12.078
6.46,387.6,382.345,60,59.0528,0,3.89648,118.832,122.854,-13.308,-5.52977,-9.8,-13.1653
6.47,388.2,390.713,60,66.331,0,1.10568,118.699,112.29,-13.406,-15.3535,-9.8,-10.9717
6.48,388.8,382.58,60,56.593,0,0.143148,118.565,117.751,-13.504,-2.86697,-9.8,-6.23895
6.49,389.4,393.68,60,59.0116,0,-0.843214,118.43,116.39,-13.602,-7.92754,-9.8,-14.0303
6.5,390,388.405,60,62.1316,0,11.1882,118.294,116.309,-13.7,-19.8019,-9.8,-2.21961
6.51,390.6,388.503,60,51.5676,0,-6.39628,118.157,118.866,-13.798,2.79633,-9.8,-13.4828
6.52,391.2,392.922,60,67.6966,0,0.455251,118.019,117.555,-13.896,-18.7437,-9.8,-10.983
6.53,391.8,391.903,60,57.8584,0,1.85222,117.88,119.886,-13.994,-18.1002,-9.8,-9.23172
6.54,392.4,388.141,60,57.5435,0,-0.702783,117.74,121.916,-14.092,-14.8282,-9.8,-11.246
6.55,393,387.349,60,67.9495,0,1.53996,117.599,114.792,-14.19,-11.9709,-9.8,-14.7651
6.56,393.6,391.434,60,65.6626,0,1.43984,117.457,120.408,-14.288,-18.4914,-9.8,-15.4278
6.57,394.2,396.606,60,55.1417,0,-10.2389,117.314,110.99,-14.386,-20.1854,-9.8,-9.45205
6.58,394.8,399.428,60,62.2322,0,2.79073,117.17,127.273,-14.484,-13.7704,-9.8,1.8666
6.59,395.4,389.816,60,63.3248,0,2.86263,117.025,118.015,-14.582,-12.6888,-9.8,-16.677
6.6,396,401.304,60,59.0208,0,-3.93359,116.879,117.057,-14.68,-3.79128,-9.8,-15.8547
6.61,396.6,391.802,60,53.5758,0,-6.18712,116.733,123.421,-14.778,-14.6151,-9.8,-11.5553
6.62,397.2,396.975,60,62.3885,0,-1.6006,116.585,107.183,-14.876,-12.4898,-9.8,-15.3284
6.63,397.8,404.329,60,61.4433,0,5.74748,116.436,114.553,-14.974,-7.51816,-9.8,-8.6083
6.64,398.4,391.842,60,66.8698,0,1.91845,116.286,116.013,-15.072,-21.1292,-9.8,-8.54258
6.65,399,404.217,60,60.1207,0,2.67486,116.136,114.142,-15.17,-21.0192,-9.8,-11.5049
6.66,399.6,394.738,60,66.593,0,8.25879,115.984,114.742,-15.268,-21.0416,-9.8,-8.83758
6.67,400.2,401.434,60,50.2745,0,-15.7314,115.831,116.149,-15.366,-8.42732,-9.8,-6.24914
6.68,400.8,397.586,60,60.9207,0,3.95448,115.678,113.474,-15.464,-17.0041,-9.8,-13.4199
6.69,401.4,395.566,60,65.1806,0,3.90842,115.523,112.53,-15.562,-15.6645,-9.8,-3.09166
6.7,402,406.111,60,57.9643,0,6.50739,115.367,117.834,-15.66,-17.806,-9.8,-7.76526
6.71,402.6,412.858,60,55.2503,0,-0.702062,115.211,111.146,-15.758,-13.6482,-9.8,-7.34894
6.72,403.2,405.713,60,60.8521,0,-3.4611,115.053,112.858,-15.856,-8.04463,-9.8,-11.6458
6.73,403.8,406.687,60,60.4262,0,9.0983,114.895,112.604,-15.954,-26.0467,-9.8,-4.13415
6.74,404.4,407.003,60,56.8515,0,-6.34151,114.735,115.76,-16.052,-19.9272,-9.8,-11.3887
6.75,405,404.597,60,58.5605,0,-0.0729093,114.575,115.449,-16.15,-16.5305,-9.8,-4.78074
6.76,405.6,401.799,60,59.2147,0,-1.19304,114.413,120.038,-16.248,-9.32579,-9.8,-16.9714
6.77,406.2,406.23,60,67.8117,0,3.79193,114.251,107.676,-16.346,-23.0513,-9.8,-7.60136
6.78,406.8,406.29,60,66.7881,0,-6.05121,114.087,121.847,-16.444,-27.9248,-9.8,-10.2261
6.79,407.4,413.782,60,46.6618,0,-2.81929,113.923,119.225,-16.542,-23.9305,-9.8,-18.3071
6.8,408,409.66,60,65.8201,0,-3.62168,113.757,109.827,-16.64,-20.5287,-9.8,-6.60458
6.81,408.6,407.359,60,66.2567,0,-5.1873,113.591,113.309,-16.738,-19.0116,-9.8,-9.3334
6.82,409.2,400.812,60,56.7232,0,-6.04323,113.423,117.204,-16.836,-15.727,-9.8,-10.5081
6.83,409.8,399.548,60,54.0401,0,1.84098,113.255,109.502,-16.934,-17.1872,-9.8,-11.6185
6.84,410.4,397.827,60,63.8484,0,6.35814,113.086,118.931,-17.032,-15.2372,-9.8,-7.10604
6.85,411,408.144,60,67.514,0,8.05046,112.915,109.543,-17.13,-13.1506,-9.8,-16.7798
6.86,411.6,412.731,60,62.8895,0,1.32947,112.744,115.596,-17.228,-10.1648,-9.8,-0.752577
6.87,412.2,407.513,60,59.7344,0,-4.4632,112.572,106.846,-17.326,-17.2283,-9.8,-8.9461
6.88,412.8,415.081,60,58.9659,0,4.22814,112.399,110.497,-17.424,-20.3854,-9.8,-9.25192
6.89,413.4,410.263,60,58.9979,0,-4.41729,112.224,116.483,-17.522,-18.0356,-9.8,-8.73164
6.9,414,415.789,60,64.4402,0,1.19799,112.049,119.124,-17.62,-12.0376,-9.8,-8.28228
6.91,414.6,415.362,60,62.6997,0,-3.89579,111.873,111.669,-17.718,-16.1925,-9.8,-10.154
6.92,415.2,423.534,60,61.0788,0,-5.25751,111.696,119.431,-17.816,-14.4531,-9.8,-12.283
6.93,415.8,419.184,60,62.5495,0,4.73586,111.518,112.333,-17.914,-14.408,-9.8,-14.7089
6.94,416.4,419.31,60,58.9876,0,-4.32492,111.338,111.123,-18.012,-20.2349,-9.8,-6.69867
6.95,417,417.075,60,61.0878,0,-1.02472,111.158,114.81,-18.11,-14.7604,-9.8,-15.4573
6.96,417.6,412.827,60,62.4744,0,1.16414,110.977,105.14,-18.208,-15.4908,-9.8,-9.80307
6.97,418.2,413.81,60,62.035,0,0.885726,110.795,109.04,-18.306,-17.4042,-9.8,-15.9072
6.98,418.8,425.864,60,63.7172,0,3.25928,110.612,111.441,-18.404,-15.6552,-9.8,-13.0784
6.99,419.4,417.581,60,50.6581,0,-1.57936,110.428,112.096,-18.502,-20.7696,-9.8,-7.06744
7,420,416.845,60,59.1734,0,0.232157,110.243,103.698,-18.6,-19.4163,-9.8,-6.64647
7.01,420.6,419.316,60,52.2888,0,2.24962,110.057,107.647,-18.698,-21.4489,-9.8,-5.29364
7.02,421.2,420.957,60,64.2108,0,-3.93203,109.87,104.3,-18.796,-19.996,-9.8,-8.96198
7.03,421.8,423.502,60,51.3991,0,3.1396,109.682,116.323,-18.894,-22.327,-9.8,-8.12223
7.04,422.4,417.259,60,61.8098,0,5.55233,109.493,110.056,-18.992,-18.6474,-9.8,-12.505
7.05,423,422.477,60,70.9577,0,-0.897568,109.303,108.559,-19.09,-12.0504,-9.8,-9.48276
7.06,423.6,425.464,60,56.6679,0,2.97331,109.112,112.695,-19.188,-16.2446,-9.8,-11.2452
7.07,424.2,419.992,60,60.2787,0,-3.30462,108.92,105.591,-19.286,-12.4695,-9.8,-13.1473
7.08,424.8,422.301,60,58.3171,0,-5.67378,108.728,103.793,-19.384,-20.6427,-9.8,-14.8886
7.09,425.4,426.941,60,58.8565,0,8.48841,108.534,114.274,-19.482,-27.9005,-9.8,-14.8179
7.1,426,423.443,60,52.7552,0,9.44818,108.339,107.884,-19.58,-15.883,-9.8,-6.05592
7.11,426.6,428.348,60,60.0069,0,-0.876901,108.143,108.621,-19.678,-18.6431,-9.8,-10.6576
7.12,427.2,426.94,60,53.4417,0,3.25586,107.946,110.788,-19.776,-19.9013,-9.8,-5.24077
7.13,427.8,424.283,60,61.6441,0,-10.0894,107.749,104.082,-19.874,-21.0746,-9.8,-9.05121
7.14,428.4,431.72,60,65.1807,0,-8.04898,107.55,105.978,-19.972,-19.4888,-9.8,-6.18602
7.15,429,417.623,60,67.501,0,-14.3267,107.35,107.405,-20.07,-25.7379,-9.8,-14.5956
7.16,429.6,433.979,60,54.4269,0,-2.52191,107.149,104.233,-20.168,-20.4766,-9.8,-12.1113
7.17,430.2,430.748,60,63.5536,0,1.17327,106.948,110.098,-20.266,-23.7879,-9.8,-2.73805
7.18,430.8,431.743,60,57.6942,0,0.260084,106.745,110.67,-20.364,-20.1946,-9.8,-14.1417
7.19,431.4,435.996,60,52.7878,0,-0.519922,106.541,110.903,-20.462,-18.9152,-9.8,-14.8445
7.2,432,430.097,60,61.9061,0,-7.90495,106.337,110.915,-20.56,-17.4079,-9.8,-11.912
7.21,432.6,433.442,60,67.1371,0,-3.07135,106.131,105.117,-20.658,-14.3857,-9.8,-6.56368
7.22,433.2,424.666,60,56.9442,0,3.17493,105.925,115.443,-20.756,-23.8941,-9.8,-12.2831
7.23,433.8,439.205,60,64.4051,0,-3.44509,105.717,103.207,-20.854,-27.5094,-9.8,-11.8362
7.24,434.4,427.915,60,65.6871,0,-0.982578,105.509,107.858,-20.952,-13.6902,-9.8,-10.0297
7.25,435,436.329,60,58.0014,0,-4.03936,105.299,106.52,-21.05,-27.9987,-9.8,-2.83101
7.26,435.6,425.527,60,52.4901,0,-2.08771,105.089,104.032,-21.148,-14.6056,-9.8,-1.97048
7.27,436.2,439.87,60,61.9567,0,-0.150078,104.877,102.252,-21.246,-13.5952,-9.8,-15.4139
7.28,436.8,428.909,60,64.5881,0,-0.24375,104.665,100.708,-21.344,-12.9562,-9.8,-6.96112
7.29,437.4,438.605,60,57.4132,0,-1.01632,104.451,103.102,-21.442,-20.9526,-9.8,-16.9327
7.3,438,429.94,60,63.9417,0,-0.137912,104.237,108.618,-21.54,-29.1982,-9.8,-11.3371
7.31,438.6,440.171,60,56.7589,0,-1.10455,104.021,102.98,-21.638,-23.4093,-9.8,-16.4032
7.32,439.2,438.291,60,58.4544,0,0.642292,103.805,100.218,-21.736,-11.9351,-9.8,-7.63339
7.33,439.8,442.023,60,59.4932,0,-3.91706,103.588,105.179,-21.834,-23.1312,-9.8,-19.7873
7.34,440.4,440.586,60,56.183,0,-2.58983,103.369,113.189,-21.932,-18.6029,-9.8,-9.04067
7.35,441,445.287,60,54.6571,0,-2.17495,103.15,107.834,-22.03,-23.4163,-9.8,-10.0757
7.36,441.6,446.939,60,64.4571,0,1.50563,102.93,103.606,-22.128,-31.7842,-9.8,-5.16925
7.37,442.2,440.668,60,55.3598,0,0.75902,102.708,107.291,-22.226,-24.254,-9.8,-12.0489
7.38,442.8,443.739,60,60.3784,0,0.430542,102.486,102.259,-22.324,-18.6775,-9.8,-17.4454
7.39,443.4,439.036,60,61.4069,0,2.23942,102.263,106.53,-22.422,-29.7937,-9.8,-4.50231
7.4,444,450.417,60,49.0445,0,1.38057,102.039,105.088,-22.52,-25.026,-9.8,-9.53987
7.41,444.6,446.682,60,63.6156,0,-3.92835,101.813,109.918,-22.618,-26.658,-9.8,-13.4493
7.42,445.2,447.461,60,54.2222,0,3.05328,101.587,102.434,-22.716,-17.8368,-9.8,-10.5176
7.43,445.8,451.032,60,58.3588,0,-3.89125,101.36,89.3392,-22.814,-20.929,-9.8,-11.9567
7.44,446.4,443.007,60,65.1253,0,-5.7494,101.132,97.9961,-22.912,-25.4254,-9.8,-14.7617
7.45,447,447.439,60,57.2143,0,4.40745,100.903,96.5785,-23.01,-29.3543,-9.8,-12.8587
7.46,447.6,446.598,60,53.9449,0,3.12477,100.673,96.4347,-23.108,-21.4419,-9.8,-8.51475
7.47,448.2,441.489,60,60.0972,0,9.92471,100.442,97.0699,-23.206,-21.5028,-9.8,-7.45562
7.48,448.8,449.606,60,58.9017,0,-2.13313,100.21,99.5647,-23.304,-24.856,-9.8,-6.06174
7.49,449.4,439.753,60,63.8491,0,-3.4715,99.9765,104.111,-23.402,-19.2228,-9.8,-14.4826
7.5,450,448.247,60,61.3688,0,3.86605,99.7425,104.114,-23.5,-23.5243,-9.8,-4.34271
